,id,chat_history,gt_response,RLPA_response,blenderbot_response
3695,3695,[usr] I was afraid when I saw that horror film in the theater,Which film was it?,That must have been really scary.  I don't think I would be able to watch that in the comfort of my own home.,"I hate to admit this, but I haven't seen a good horror movie in a long time."
3696,3696,[usr] I was afraid when I saw that horror film in the theater [sys] Which film was it? [usr] It was the First Purge,"I haven't heard of it, sounds interesting though.",I've heard of that movie but have never seen it.  Was it good?  Should I watch it?,"I've never seen it, but I know of it.  It came out in 2004.  Did you like it?"
3697,3697,[usr] Wandering around my little area of the world I am quite pleased with the variety of stores and restaurants here. I didn't expect it.,That's good. I live in a small town but we have a big shopping center across the street and there are all the stores i love,Sounds like a nice surprise.  I'll have to check it out.  Is it scary at all?,That sounds like a lot of fun! I love exploring new places. I bet you're having the time of your life.
3698,3698,"[usr] Wandering around my little area of the world I am quite pleased with the variety of stores and restaurants here. I didn't expect it. [sys] That's good. I live in a small town but we have a big shopping center across the street and there are all the stores i love [usr] Nice! You just don't expect it in a rural area. Well, I didn't anyway. We have large grocery stores and a little (but very good) organic grocery store. Quite incredible.",wow even organic store? that's pretty cool,"organic is great. my mom is a certified organic farmer, so i've been exposed to it from a very young age","organic is great. my mom is a certified organic farmer, so i've been exposed to it from a very young age"
3699,3699,[usr] i hate when i do dishes and touch food that was on the plate1! so gross. makes me wanna throw up,Really? It doesn't bother me at all. I wonder why you feel that way?,"Oh I know! I don't mind doing it myself, but the thought of it makes me want to hurry and throw up!",Oh I know! I don't understand why people don't take the time to clean up after themselves.
3700,3700,"[usr] i hate when i do dishes and touch food that was on the plate1! so gross. makes me wanna throw up [sys] Really? It doesn't bother me at all. I wonder why you feel that way? [usr] because the food is all soggy and mushy. i don't know, such a yucky feeling","Well, most people have intense likes and dislikes. Personally, I can't stand cigar smoke, but some people love it! I guess in your case, you need to scrape the food off the plate first.",I have that feeling with certain vegetables. Are you vegetarian? That could be the reason.,"Yeah, I know exactly what you mean. That's how I feel about certain vegetables."
3701,3701,[usr] i really hate when my kids leave their dirty clothes on the floor,I can imagine they are a right pain to pick up after!,Kids can be so messy. You'd think they'd learn to clean after themselves at some point.,Yeah that's pretty gross. I don't have kids but I can imagine how frustrating that is.
3702,3702,[usr] i really hate when my kids leave their dirty clothes on the floor [sys] I can imagine they are a right pain to pick up after! [usr] yeah they even have a bin specially for that,What an annoyance!,Are you the one who has to clean up after them or are they too old for that?,I hope you are able to teach them a lesson and get them to clean up after themselves.
3703,3703,[usr] i hate people that cut lane in traffic without signaling it,Oh me too. I'm not a driver but that is so annoying.,That is so aggravating! I see that all the time where I live. Are you in the US?,Those people are so inconsiderate. I wish people would be more considerate on the road.
3704,3704,[usr] i hate people that cut lane in traffic without signaling it [sys] Oh me too. I'm not a driver but that is so annoying. [usr] yeah it really makes me mad to see that people dont care about these types of things,It can be really dangerous too,It is sad. I always try to be nice to everyone regardless of what they have going on in their life.,I agree. I also see people cutting in and out of lanes all the time. So annoying.
3705,3705,[usr] I found a rabbit that had been shot by someone in my yard,That is terrible.  Was it dead or just injured?,Oh yuck! You should take it to the animal shelter or vet. I am sure they will take care of it.,Oh yuck! I hate rabbits! They scare the heck out of me.
3706,3706,"[usr] I found a rabbit that had been shot by someone in my yard [sys] That is terrible.  Was it dead or just injured? [usr] Thank goodness it was dead, poor thing is not suffering, but some people can be so cruel.","That is true.  I would hate for people to be shooting things that close to my house, too.  Do you know who it was?","Yes they can! I am so glad it wasn't suffering, and I hope that you can teach the people that are cruel to rabbits!",Yes they can.  I would be furious if I saw that!  I am glad you took care of it!
3707,3707,[usr] We had been holding off trying a new restaurant in town.,What's been holding you back?,"What a noble thing to do.  What kind of restaurant, if you don't mind me asking?",What kind of restaurant were you trying out.  I hope it was worth the wait.  It can be so disappointing when you spend time and money on something and it turns out to not be worth it.
3708,3708,[usr] We had been holding off trying a new restaurant in town. [sys] What's been holding you back? [usr] It's a little pricey and I'm worried I won't like the food and waste all that money. It has good reviews though,That's a tough decision to make. It's good to try new things sometimes and I'm sure the waiters can recommend you a nice meal you'll enjoy based off your preferences.,That's always a tough decision.  I hope you end up going to the restaurant one day and find you're meal you love!,That's always a tough decision. I hope you end up going and it ends up being worth it.
3709,3709,"[usr] Our local organic store now stocks Indian food made by a local Indian lady - heaven, heaven, heaven!",That is very cool!  I love when food is authentic.  Do you shop there often?,That sounds so good! Organic is so much better than genetically modified stuff.,I love going to the farmer's market! Organic is the way to go.
3710,3710,"[usr] Our local organic store now stocks Indian food made by a local Indian lady - heaven, heaven, heaven! [sys] That is very cool!  I love when food is authentic.  Do you shop there often? [usr] About once a week. Her husband works in the store, so he brings her food in regularly. It's such a pleasure to find such a thing - I missed my Indian food!","I have never tried making Indian food myself, but I do really enjoy Indian restaurants.  I am jealous.","I know what you mean.  When I lived in Thailand, I would miss curry so much!",I am sure you will enjoy it a lot more when it arrives.  There is nothing like homemade!
3711,3711,[usr] I have been working on  my jump shot all month.,That's awesome!  Have you gotten any better yet?,"Oh, that sounds like a lot of fun. What are you going to do after you're done shooting?",That sounds like a lot of fun. I've always wanted to jump out of an airplane.
3712,3712,[usr] I have been working on  my jump shot all month. [sys] That's awesome!  Have you gotten any better yet? [usr] I hope so I have a big horse tournament against my buddies I want to win the 100 bucks prize.,That would be cool.  Hopefully the hard work will pay off,"Oh, horses are so much fun!  Good luck in the tournament, I hope you win.  What kind of horse do you want?","I hope you do, too.  I love horses.  What kind of horse do you like?"
3713,3713,[usr] One of my neighbors (next building and two floors up) plays talk radio every morning Very Loudly.,Urgh that sounds like the worst! How early?,That's so nice of him!  Maybe you should start a morning talk show with him and invite all your neighbors!,That is really annoying isn't it.  I can't stand noisy neighbors.
3714,3714,"[usr] One of my neighbors (next building and two floors up) plays talk radio every morning Very Loudly. [sys] Urgh that sounds like the worst! How early? [usr] Not until about 8am, but it's so loud I can hear it in my first floor apartment with the doors and windows closed. Idiot man!",So inconsiderate! It reminds me of my neighbours doing building work one morning at 6AM!,Yeah I would hate that! I can deal with waking up early to my neighbor's kids. That would drive me crazy!,Oh man! I would hate to have to deal with that early in the morning. Hopefully it dies down soon!
3715,3715,"[usr] One of my neighbors (next building and two floors up) plays talk radio every morning Very Loudly. [sys] Urgh that sounds like the worst! How early? [usr] Not until about 8am, but it's so loud I can hear it in my first floor apartment with the doors and windows closed. Idiot man! [sys] So inconsiderate! It reminds me of my neighbours doing building work one morning at 6AM! [usr] Yikes! Why are some people such inconsiderate creeps? It makes me really mad!",Me too!,I know! They should be more considerate of the people who wake up early in the morning.,I know! If only people were more considerate of others. It's really not that hard to be considerate.
3716,3716,"[usr] One of my neighbors (next building and two floors up) plays talk radio every morning Very Loudly. [sys] Urgh that sounds like the worst! How early? [usr] Not until about 8am, but it's so loud I can hear it in my first floor apartment with the doors and windows closed. Idiot man! [sys] So inconsiderate! It reminds me of my neighbours doing building work one morning at 6AM! [usr] Yikes! Why are some people such inconsiderate creeps? It makes me really mad! [sys] Me too! [usr] I've called management twice about it and both times he quietened down - for about two days. Then up it goes again!",How many times do you need to tell them!? :(,You should! I would! I can't deal with that kind of noise after a night!,Sounds like a regular ole creep! I would get some noise cancelling headphones!
3717,3717,"[usr] Nothing in life is certain, the only control you have is to decide what to do with the time that has been given to you.","I tend to believe that those who have Biblical faith do have a certainty, that God will bless them despite circumstances.","That is very true, Do you have any advice for someone trying to make a change in life?",This is very true. I just wish I could figure out what I wanted to do. I feel stuck in a rut.
3718,3718,"[usr] Nothing in life is certain, the only control you have is to decide what to do with the time that has been given to you. [sys] I tend to believe that those who have Biblical faith do have a certainty, that God will bless them despite circumstances. [usr] I have just bought a ticket to a britney spears live show in vegas.","Oh really, when are you going to go see her?","Are you going to the concert? If so, I hope you have a good time.","Well, I have never been to Vegas, but I am sure that you will have a great time!"
3719,3719,"[usr] Nothing in life is certain, the only control you have is to decide what to do with the time that has been given to you. [sys] I tend to believe that those who have Biblical faith do have a certainty, that God will bless them despite circumstances. [usr] I have just bought a ticket to a britney spears live show in vegas. [sys] Oh really, when are you going to go see her? [usr] The show is in three months, I hope she sings he late 90s hits.","I hope you have a good time at the concert, and she sings all the songs you're looking forward to.","I hope so too, she sounds like a great singer.  Are you going alone?","I hope so too, I am sure it will be a great show.  She is one of my favorite singers."
3720,3720,[usr] Our Property Management team just emailed me to say I've got the apartment I wanted!,Congratulations! That must have been such a great feeling.,"That's great, congratulations.  How long have you been looking for it.","That's great, congratulations.  It must be a nice feeling to have your hard work pay off."
3721,3721,"[usr] Our Property Management team just emailed me to say I've got the apartment I wanted! [sys] Congratulations! That must have been such a great feeling. [usr] It really was - I can't wait to move in! It's a smaller apartment, but quieter (I hope!).",I can't wait for the day I move out into my own place!,I hope so too! Being able to have your own place is such a blessing.,I hope so too! Being able to have your own place is such a blessing.
3722,3722,"[usr] Our Property Management team just emailed me to say I've got the apartment I wanted! [sys] Congratulations! That must have been such a great feeling. [usr] It really was - I can't wait to move in! It's a smaller apartment, but quieter (I hope!). [sys] I can't wait for the day I move out into my own place! [usr] You'll get there. It really is nice to have your own space. Do you live at home?","I do, I live with my parents because I'm in university and I'm still pretty young. Hopefully by next year!","No, I don't but I hope to in the future. Right now my lease is ending and I need a place to go.","No, I'm still at home. I'm saving up to move out on my own."
3723,3723,[usr] I was on the patio and a giant roach crawled out from underneath.,Those are my nightmares. They are so big where I live in the South.,"Oh my gosh, that is so gross. I would have been so grossed out.",Oh my god. I would have been so grossed out and had to get my husband to kill it.
3724,3724,[usr] I was on the patio and a giant roach crawled out from underneath. [sys] Those are my nightmares. They are so big where I live in the South. [usr] It was almost as bug as a golf ball I felt like throwing up.,I would immediately start spraying bug spray all over. Those things terrify me.,I would have totally done the same thing. Did you ever find the guy who did it?,"I would have done the same, and probably called for my husband to come kill them for me."
3725,3725,"[usr] I have quite a long drive ahead of me next month. It's about 1/12 hours, but I've don it before so I'll be fine.",I don't know how you do it. I can't stand long drives.,That's a nice drive! Do you have anything interesting to do there? Or is it just a drive in general?,That's not so bad. I used to have to do long drives every now and then.
3726,3726,"[usr] I have quite a long drive ahead of me next month. It's about 1/12 hours, but I've don it before so I'll be fine. [sys] I don't know how you do it. I can't stand long drives. [usr] I put music on and open the window. Otherwise I'll disappear into my own little world, and that's not a good thing to do when you're driving!",Definitely not! Music is a great idea though; I listen to music on all bus rides and car rides.,That's a good way to look at it. Maybe I can do the same when I have to drive.,That's a good way to think about it. Maybe play some music or watch a movie.
3727,3727,[usr] I was so amped yesterday. I got to pick up my now computer for the store!,Thats awesome.  What kind of computer are you getting?,Woo hoo! Computers are dope. What are you going to get?,Woo hoo! Computers are dope. I just got done working on mine. What did you get?
3728,3728,[usr] I was so amped yesterday. I got to pick up my now computer for the store! [sys] Thats awesome.  What kind of computer are you getting? [usr] It was just a new model HP that I bought but I'm so excited!,very nice.  Id be super excited too.  Have some fun playing with it,I have always wanted a hp. They make great computers. I hope you enjoy it!,I bet.  That sounds like it is going to be a really good computer.  I hope you enjoy it!
3729,3729,[usr] I get my groceries delivered to my home and am so grateful for the service.,Yeah it is really nice to have other people do your shopping,Thats so cool.  I wish I could do that.  Its just too big a hassle for me.,That's cool.  Do you have someone else do it for you or do you do it all by yourself?
3730,3730,"[usr] I get my groceries delivered to my home and am so grateful for the service. [sys] Yeah it is really nice to have other people do your shopping [usr] It helps me a lot as I'm disabled and it can be quite difficult. Anyway, I hate grocery shopping!","Shopping is no fun, waiting in lines is not fun.",Oh I am sorry to hear that. I am sure it helps a lot to have people to help you though.,Sorry to hear that but yeah it saves you a lot of money in the long run.
3731,3731,"[usr] I just watched the notebook, pretty depressing movie.",I haven't heard of that movie. What's depressing about it?,"I've never seen it! I'm sorry it made you feel that way, but I hope you at least enjoyed it as much as you could have!","I've never seen it. I'm sorry it made you feel that way, though. What was it about?"
3732,3732,"[usr] I just watched the notebook, pretty depressing movie. [sys] I haven't heard of that movie. What's depressing about it? [usr] It's a romantic love story. Doesn't end so well for the main character.","Oh dear. I think I'll give it a miss - I cry at the drop of a hat! You should watch a comedy next, just to cheer yourself up!","Oh wow, that sounds like a really sad movie. I hope I don't end up watching it!","Oh, that sounds like a sad movie. I hate when movies have that kind of ending."
3733,3733,[usr] my little boy learned how to  count to ten eeven know he is super young,"ohhh cute!! i am so happy for you, smart boy!",Congratulations! That's wonderful! I love it when my kids try to learn something new.,"Awww, that's so sweet. I bet you're so proud of his accomplishments."
3734,3734,"[usr] my little boy learned how to  count to ten eeven know he is super young [sys] ohhh cute!! i am so happy for you, smart boy! [usr] yeah i was so proud of him as well i thought i would have to wait months till he got to that point","a rare one, i hope he goes a long way and maybe even be the next Einstein we need",months is a really long time to wait but it is so worth it when they are older and you can see them grow into their own person,"months is a really long time to wait, but it is worth every minute you have with him."
3735,3735,[usr] I just went to the park today.,What did you do there?,the best way to spend time with them is to cherish every moment because they grow up so fast,I love the park! It is so relaxing there. Did you have a good time?
3736,3736,"[usr] I just went to the park today. [sys] What did you do there? [usr] I was going to hang out, but I ended up tripping and smashing my toe up into a rock.","Sounds painful, did you have to go to the doctor?",ah that's no good. It happens to all of us though so don't worry about it too much,That stinks.  I hope your toe is okay and doesn't take too long to heal.
3737,3737,[usr] my little brother dumped a glass of water on me this morning to wake me up,"oh god, that must have been the worst way to wake up in the morning",That's funny. Little brothers are always trying to get into trouble with each other!,"Did he do it on purpose to annoy you, or was he just trying to wake you up?"
3738,3738,"[usr] my little brother dumped a glass of water on me this morning to wake me up [sys] oh god, that must have been the worst way to wake up in the morning [usr] yeah i was furious we are in some sort of a prank war","oh, do you have any revenge planned?",oh no. i'm sorry to hear that. have you talked to him about it yet?,"i would be too, i hope you didn't have to get up to go to work the next day"
3739,3739,[usr] Last night there was a really strange animal screaming outside my window in the middle of the night,That is really scary!  What was it?,that's so scary. what did you do? did you call the animal protection agency?,That would have scared the heck out of me. I would have had to call the police.
3740,3740,[usr] Last night there was a really strange animal screaming outside my window in the middle of the night [sys] That is really scary!  What was it? [usr] Turned out to be a skunk! It sounded so strange!,Yuck!  Stay away from that guy!,I think I would have peed my pants if I saw that!  I am so sorry that happened to you.,"Wow, that is even more strange!  I am glad it wasn't a real animal."
3741,3741,[usr] When I was in college I travelled all over Europe one semester.,Sounds like quite an adventure for one semester! What was your favorite place?,That sounds like so much fun!  Did you get to do a lot of travelling?,That sounds like so much fun.  I've always wanted to go to Europe.  Did you have a good time?
3742,3742,"[usr] When I was in college I travelled all over Europe one semester. [sys] Sounds like quite an adventure for one semester! What was your favorite place? [usr] I love all over Italy, but I also loved Germany and France and Spain.",Nice! Must have made you really happy to see so many different places.,That sounds amazing.  I hope I can get the chance to travel like that some day.,I've always wanted to go to Italy. I love the food there and the history.
3743,3743,[usr] We went on vacation and the kids stayed home. I couldn't believe it when I walked in the door and the house was totally clean.,Lol! I thought you were going to say MESSY! Good kids!,I hope you got some good rest in between visits. Clean houses are a must!,I wish that was the case for me. My house is always a mess when I go on vacation.
3744,3744,"[usr] We went on vacation and the kids stayed home. I couldn't believe it when I walked in the door and the house was totally clean. [sys] Lol! I thought you were going to say MESSY! Good kids! [usr] Wonders never cease to amaze me. First time for everything I guess, lol",So true! Maybe they want something or they did something bad and are hiding it lol,You will have to buy them a lot of gifts so they can keep up with you!,I wish my kids would get like that. They are always going to make a big mess.
3745,3745,"[usr] We went on vacation and the kids stayed home. I couldn't believe it when I walked in the door and the house was totally clean. [sys] Lol! I thought you were going to say MESSY! Good kids! [usr] Wonders never cease to amaze me. First time for everything I guess, lol [sys] So true! Maybe they want something or they did something bad and are hiding it lol [usr] I totally thought the same thing. Too funny (but you might be right)","Lol ;) Well enjoy the clean house, don't worry about the rest!","Sorry, lol, I didn't mean to be offensive! I've had those thoughts before too",You will have to keep a look out for them. They might come back for you lol.
3746,3746,[usr] I went ziplining the other day,"oh awesome, i love ziplining, last time i went was 3 years ago tho, how did you find it?","I have never Ziplined, but I would love to try. It looks like so much fun!",Oh that sounds like so much fun! I've always wanted to do that. Did you have a good time?
3747,3747,"[usr] I went ziplining the other day [sys] oh awesome, i love ziplining, last time i went was 3 years ago tho, how did you find it? [usr] I found it using the Internet.  It was a lot of hiking but they had a lot of long lines.",did you enjoy yourself,"hiking is awesome, did you see any cool sites while you were there?  like national parks?","yea, the internet is the way to go, its faster and you dont have to go out of your way to find it,"
3748,3748,[usr] I smashed my finger in the door last night,Ouch sucks to be you! jk Did you ice it down,"oh dear, was it a big national park or was it more of a secluded area?",Ouch! I hope you didn't get too many stitches or anything like that.
3749,3749,[usr] I smashed my finger in the door last night [sys] Ouch sucks to be you! jk Did you ice it down [usr] I iced it up but I was so mad because it was my fault for slamming the door,Yes hope you feel better,"It's okay, I'm sure it wasn't as bad as you imagined it to be!","It happens to the best of us, I would have been mad if it happened to me too!"
3750,3750,[usr] We might have to put our dog down soon.,Oh no. I have been there before. It was really sad.,"Oh no! I'm so sorry to hear that, I hope you're not too sad.",I'm so sorry to hear that. It's always tough to have to say goodbye to a friend.
3751,3751,"[usr] We might have to put our dog down soon. [sys] Oh no. I have been there before. It was really sad. [usr] Yes, she's getting older and she's just getting to that point she can't move around good.",It is sometimes for the best but that doesnt always make it easy.,That's good to hear. I'm glad she has you to help take care of her.,I know how you feel. We had to put down our 13 year old dog last year.
3752,3752,[usr] i am really lucky that my cancer got cured many years ago,How did you do that? Naturally or with chemo?,Yes you are. That is a scary thing to go through. I am glad you got through it.,"Yes you are, so many people have lost loved ones from cancer, it is such a horrible disease."
3753,3753,[usr] i am really lucky that my cancer got cured many years ago [sys] How did you do that? Naturally or with chemo? [usr] i did it with chemo and it took a lot of time and effort,I bet! Look in too Chlorella and similar to get rid of any toxins from the chemo :),How long did it take? I am so sorry you went through that. Cancer is the worst.,I bet it did. I'm glad you beat it though! Cancer is a horrible disease.
3754,3754,[usr] I am so ready to move.,oh yeah? where you planning to move to?,Must be such a relief. Are you going to move to a new place or are you moving to another state?,Where are you moving to/from. I am ready to leave this place I am stuck in for now.
3755,3755,[usr] I am so ready to move. [sys] oh yeah? where you planning to move to? [usr] California. I'm ready for my kids to try out some new schools and be happier :),"oh that's a very good reason to go, i am happy for you","Ah, I've heard it's very expensive to move there. Hope it goes well for you!",i love california. i have some family in san diego. i bet you'll love it there.
3756,3756,[usr] i cannot stand seeing people throw trash on the streets,"this is what you need to do, get out of your car and go give them a beat down that they need",Trash can be a real problem. Hopefully you'll be able to teach them to clean up after themselves.,I can't either! It's a pretty big problem in my city too! I see it all the time!
3757,3757,"[usr] i cannot stand seeing people throw trash on the streets [sys] this is what you need to do, get out of your car and go give them a beat down that they need [usr] i know right i feel like doing that every time but i dont want to get arrested hahaha let karma get them,",yea but it will feel better if you take action,"true, karma will get them one day. but for now just keep doing what you are doing. i hope it works out for you.","i feel the same way, i wish there was a way we could teach people to be better"
3758,3758,[usr] I am by myself most of the time in a isolated area. I only have animals as my friends.,oh does that sadden you?,Animals are good for companionship.  What kind of animals do you have?,Animals are great companions.  I love my dog.  What kind of animals do you have?
3759,3759,"[usr] I am by myself most of the time in a isolated area. I only have animals as my friends. [sys] oh does that sadden you? [usr] Sometimes it makes me sad, but than I think how happy my animal friends makes me feel.","animals are far better than humans, most humans have long lot their way and follow only their desires, i am also like you and i embrace it and smile :)",I understand.  Maybe you should get a dog.  It will cheer you up.,i love my pets too. i feel the same way as you. i don't have many friends
3760,3760,[usr] I bought 100 packs of magic cards and didn't get a single good card.,What are magic cards?,I love cards!  You should have bought 100 of them and put them in a safe place,Oh no! I'm sorry to hear that. Maybe it was because you were the only one in the house?
3761,3761,[usr] I bought 100 packs of magic cards and didn't get a single good card. [sys] What are magic cards? [usr] Collectible cards. My friend bought only a few packs and got incredible cards.,Oh interesting! Kind of like pokemon cards>?,"Ah, I see.  I have no idea what that is, but it sounds cool!","I have no idea what those are, but I'm sorry you did not get a good one!"
3762,3762,[usr] I feel really bad that we have to board our dog when we go on vacation next week.,"oh that's sad, i am sorry for this, where are you going and what  will you do about your dog?","That shouldn't be a problem.  Dogs are good at helping people.  Plus, it will make your vacation easier!",That won't be fun. At least you won't have to worry about it during the day.
3763,3763,"[usr] I feel really bad that we have to board our dog when we go on vacation next week. [sys] oh that's sad, i am sorry for this, where are you going and what  will you do about your dog? [usr] We are going to a place at the beach that doesn't allow pets with some friends. Our vet also has a kennel there to board dogs so I guess that's what we'll do. She'll be so sad though.","hmmm I got an idea, how about when you come back you give her an amazing time?","that's a good idea, you'll feel better about it that's for sure, you should also take some pictures so you can remember the good times you're going to have together!","oh, well at least you have a place to go where you won't have to leave your pet."
3764,3764,"[usr] I actually recently applied for a few jobs myself, Crossing my fingers for something better than my current one.",Well I hope that you find something. Any particular reason that you are job hunting?,Fingers crossed! I'm in the same boat. What kind of work are you looking for?,Fingers crossed! I've been out of work for a while myself. It can be tough out there.
3765,3765,"[usr] I actually recently applied for a few jobs myself, Crossing my fingers for something better than my current one. [sys] Well I hope that you find something. Any particular reason that you are job hunting? [usr] Current job doesn't pay enough, I'm waiting for the stars to align and something better to come along.",Keep it up and I'm sure something will turn up!,Well I wish you all the best. Maybe you can check out temp agencies in the meantime.,Well I wish you all the best. I know it can be discouraging when you see something like that.
3766,3766,[usr] I just bought some tickets to win the price at the state fair.,how lucky you feeling?,State fairs are so much fun! What are you going to do with your winnings?,State fairs are so much fun.  I love the food and people watching.  Have you won anything cool?
3767,3767,[usr] I just bought some tickets to win the price at the state fair. [sys] how lucky you feeling? [usr] I know its not likely but I really want to win the new mustang,well if it's worth anything i give you my luck! i hope you win that mustang!,mustangs are sweet. i hope you win. is it a one-cylinder or a two-seater?,"i love mustangs, they are so much fun to play around in the mud with"
3768,3768,[usr] I am so scared to live in my neighborhood. There is people that come around shooting their guns.,That sounds dangerous! You should try to move,i would be too. stay away from the gun range. do you go to the fair often?,"I would be too, you should set up a camera to see if they are shooting at you or not."
3769,3769,[usr] I am so scared to live in my neighborhood. There is people that come around shooting their guns. [sys] That sounds dangerous! You should try to move [usr] I have been thinking about moving but I have lived here for over 30 years. The area has changed so much.,You really should! With things like that happening you could get seriously injured,that is true. you could always move to a different part of the country. have you thought about that?,"Yeah, you should at least get a weapon. Better to be safe than sorry you know?"
3770,3770,[usr] I went out to the country to gaze at some stars.,Cool! That sounds like a great time!,That's a good way to see the world! Did you see any cool things while you were there?,Sounds like a nice country trip.  Did you get to see a lot of the stars?
3771,3771,[usr] I went out to the country to gaze at some stars. [sys] Cool! That sounds like a great time! [usr] I was overwhelmed by the enormity of the universe.,Wow that's pretty deep!,"Yeah, it's hard to imagine how big the universe is. It's too big to even conceive.",I can imagine. It can be overwhelming to think about how big our solar system is.
3772,3772,"[usr] My kids birthday was last weekend, my whole family showed up! they didn't even tell me they were coming","Wow, that had to be quite a surprise.  I hope you like them","Oh, wow! That must have been so cool to see them all unexpectedly.","Awe, that is so sweet, I love surprises like that, even if they didnt know it was coming"
3773,3773,"[usr] My kids birthday was last weekend, my whole family showed up! they didn't even tell me they were coming [sys] Wow, that had to be quite a surprise.  I hope you like them [usr] Yea, i do. hah. They live a few states away, which is why it was so unexpected. don't see them often.",Well thats good.  Hopefully it was a good party!,Well that's good.  It's always nice to see your loved ones after a long time,Well that's good.  It's always nice to see your loved ones after a long time
3774,3774,[usr] Bought two pairs of shoes recently.,What brand are they?,I love shoes.  What did you get?  I have a pair of Converse that I wear almost every day,"Oh, I hate it when that happens. I have such a bad shoe collection. What kind of shoes?"
3775,3775,"[usr] Bought two pairs of shoes recently. [sys] What brand are they? [usr] Yeezy's, the worst part is the second pair of shoes were both right footed.",That is crazy did you go return them maybe?,Oh man!  That is terrible!  I would be so mad if that happened to me!,"I hate it when that happens.  You can get a refund if you want, but sometimes it takes a while to get a new pair."
3776,3776,[usr] I read the instructions to set up my fit bit 100 times.,and what happened?,Do you think you can return them and get a refund?  That's the only way to make it up to them.,Fitness is very important. It will save you a lot of money in the long run.
3777,3777,[usr] I read the instructions to set up my fit bit 100 times. [sys] and what happened? [usr] I need it to work perfectly I need to get ready for a marathon and I need it to track my progress.,how long is a marathon?,"Oh, I see.  I'm sorry that happened to you.  Did you file a complaint with the company?","Oh okay, that makes sense. I hope you do well and don't injure yourself!"
3778,3778,[usr] I have a big speech to give.,Are you nervous?,"I hope they fix it for you!  Don't give up, I'm sure you can do it.","Oh, good luck with that. I'm sure you'll do fine if you're confident, though."
3779,3779,"[usr] I have a big speech to give. [sys] Are you nervous? [usr] Well I don't really know many of the people I will be in front of, so hopefully I don't stutter or something.",Good Luck!,You'll be fine. Just remember to think of everyone in their underwear. That always makes me feel more confident.,I'm sure you'll be fine. Just remember to think of everyone in their underwear!
3780,3780,[usr] I left my purse at in the seat in starbucks.,Oh no! I hope no one took it!,Oh my gosh! I would have been so scared to do that. I'm glad you made it out okay.,Oh no! I hope you didn't have much money in there! I bet you were very embarrassed.
3781,3781,[usr] I left my purse at in the seat in starbucks. [sys] Oh no! I hope no one took it! [usr] I was in a safe neighborhood so i wasn't worried.,Did you go back for it and get it?,Well that is good. I am glad you weren't home and someone else could pick it up.,"Good thing you weren't worried, that could have been a lot worse! Stay safe."
3782,3782,[usr] I was able to say the entire alphabet backwards.,Wow ! thats quite an accomplishment. How long did you have to practice to perfect that ?,That is impressive! Maybe you should get a driver's license so you don't have to worry about it happening again.,"Wow, that is impressive. I can't say that. Can you do it in a crowd?"
3783,3783,"[usr] I was able to say the entire alphabet backwards. [sys] Wow ! thats quite an accomplishment. How long did you have to practice to perfect that ? [usr] no time, I have a great memory, It was on a dare I nailed it perfectly.","Fantastic ! When you get older, your memory tends to play tricks on you lol",Are you a professional at this? I don't think I could do that even if I tried.,Thats really something to be proud of. You should get a tutor to help you with that.
3784,3784,[usr] I have been looking at pictures of crazy car crashes.,Oh really? Any interesting ones?,Crazy Car Crashes are insane. Did you take any pictures while you were doing this?,"Oh wow, that sounds like it would be very interesting to see. Have you seen any that you would like to know about?"
3785,3785,[usr] I have been looking at pictures of crazy car crashes. [sys] Oh really? Any interesting ones? [usr] Seriously now I can't drive anywhere. I can't even leave the house for fear of car crashes.,That's awful! Sounds like it might have caused you some trauma unfortunately.,"Wow, that must be terrifying. Do you have any pets that could be with you?","Oh wow, I'm sorry to hear that. I hope you don't have to use your phone while driving."
3786,3786,[usr] I was at the mall yesterday. I sat down for a few minutes and when I looked away someone stole my shopping bags.,Did you catch the person after?,That is terrible. Did you have anything valuable stolen? I hope you could at least track down who did it.,That is so annoying. I hope you didn't have to go far to get them back.
3787,3787,[usr] I was at the mall yesterday. I sat down for a few minutes and when I looked away someone stole my shopping bags. [sys] Did you catch the person after? [usr] No. I didn't notice right away. How could someone do that. Im so so mad!,"That is unreal, what did you have in the bags?",I don't know. Some people are just scumbags. I'm sorry that happened to you.,Some people are just scumbags. I don't understand how they get away with it.
3788,3788,[usr] I was in a hospital and a guy game in with some really bad burns.,oh my gosh. what happened to him?,That sounds like a crazy situation. I hope you didn't have to use any of your belongings.,"Oh goodness, I hope he was okay! I hate when people are rude and disrepectful to others."
3789,3789,"[usr] I was in a hospital and a guy game in with some really bad burns. [sys] oh my gosh. what happened to him? [usr] No idea, but I had never seen something like that in person. It looked painful.",i bet is was. are you ok?,It must have been horrifying. I'm glad he's okay. I'd be in the hospital if I was you too.,i bet it did. i am so sorry you had to see that. i hope he is doing better now
3790,3790,[usr] I saw a guy deadlift 700lbs at the gym the other day. I was in awe.,"Oh my god, that is a LOT of weight!",Oh my goodness! That's amazing! He should be on one of those food shows to see how much he can lift.,"Dang, I wish I could Deadlift that much. I'm sure it took a lot of work."
